file,line,kind,label,binding,apiFamily,source
"src/management/ManagementPage.tsx","308","input/filter","""状态""","{query.status}","management/{session,catalog,users,groups,fees/preview,reset/complete}","本地用户与费率配置"
"src/management/ManagementPage.tsx","394","input/filter","""费率方案名称""","""name""","management/{session,catalog,users,groups,fees/preview,reset/complete}","本地用户与费率配置"
"src/management/ManagementPage.tsx","400","input/filter","""说明""","""description""","management/{session,catalog,users,groups,fees/preview,reset/complete}","本地用户与费率配置"
"src/management/ManagementPage.tsx","465","input/filter","""用户 / 企业名称""","""name""","management/{session,catalog,users,groups,fees/preview,reset/complete}","本地用户与费率配置"
"src/management/ManagementPage.tsx","471","input/filter","""登录邮箱""","""email""","management/{session,catalog,users,groups,fees/preview,reset/complete}","本地用户与费率配置"
"src/management/ManagementPage.tsx","478","input/filter","""费率方案""","""""","management/{session,catalog,users,groups,fees/preview,reset/complete}","本地用户与费率配置"
"src/management/ManagementPage.tsx","599","display","{isUser ? ""用户资料与开户"" : ""方案资料""}","""overview""","management/{session,catalog,users,groups,fees/preview,reset/complete}","本地用户与费率配置"
"src/management/ManagementPage.tsx","600","display","{isUser ? ""用户专属费率"" : ""方案默认费率""}","""fees""","management/{session,catalog,users,groups,fees/preview,reset/complete}","本地用户与费率配置"
"src/management/ManagementPage.tsx","601","display","""操作记录""","""audit""","management/{session,catalog,users,groups,fees/preview,reset/complete}","本地用户与费率配置"
"src/management/ManagementPage.tsx","747","input/filter","""本地重置链接""","{ reset ? `${window.location.origin}/demo-reset-password#${reset.token}` : """" }","management/{session,catalog,users,groups,fees/preview,reset/complete}","本地用户与费率配置"
"src/management/ManagementPage.tsx","862","input/filter","""名称""","{data.name}","management/{session,catalog,users,groups,fees/preview,reset/complete}","本地用户与费率配置"
"src/management/ManagementPage.tsx","870","input/filter","""费率方案""","{data.group_id || """"}","management/{session,catalog,users,groups,fees/preview,reset/complete}","本地用户与费率配置"
"src/management/ManagementPage.tsx","888","input/filter","""说明""","{data.description || """"}","management/{session,catalog,users,groups,fees/preview,reset/complete}","本地用户与费率配置"
"src/management/ManagementPage.tsx","908","input/filter","{ operation === ""approve"" || operation === ""reject"" ? ""审核意见"" : ""操作原因"" }","""reason""","management/{session,catalog,users,groups,fees/preview,reset/complete}","本地用户与费率配置"
"src/management/ManagementPage.tsx","1075","input/filter","""业务类型""","{kind}","management/{session,catalog,users,groups,fees/preview,reset/complete}","本地用户与费率配置"
"src/management/ManagementPage.tsx","1092","input/filter","{`业务金额 · ${fees.find((f) => f.kind === kind)?.currency}`}","{amount}","management/{session,catalog,users,groups,fees/preview,reset/complete}","本地用户与费率配置"
"src/management/ResetPasswordPage.tsx","64","input/filter","""新密码""","""password""","management/{session,catalog,users,groups,fees/preview,reset/complete}","本地用户与费率配置"
"src/management/ResetPasswordPage.tsx","73","input/filter","""再次输入新密码""","""confirm""","management/{session,catalog,users,groups,fees/preview,reset/complete}","本地用户与费率配置"
"src/pages/AccountRiskGroupPage.tsx","104","table-column","'账户'","'account' | (_, row) => String(pickValue(asRecord(row.base), ['email', 'nickname', 'userId']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","105","table-column","'层级'","'role' | (_, row) => String(row.role)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","106","table-column","'运营关注'","'level' | ({ row }) => <StatusChip value={(row.profile as OperationalRiskProfile).level} />","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","107","table-column","'确认欠费/缺口'","'overdue' | (_, row) => formatAmount((row.profile as OperationalRiskProfile).overdueAmount)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","108","table-column","'拒绝率'","'decline' | (_, row) => formatPercent((row.profile as OperationalRiskProfile).failedCount, (row.profile as OperationalRiskProfile).attempts)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","109","table-column","'最大连续拒绝'","'consecutive' | (_, row) => `${formatNumber((row.profile as OperationalRiskProfile).maxConsecutiveDeclines)} 笔`","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","110","table-column","'高拒绝率卡'","'cards' | (_, row) => formatNumber((row.profile as OperationalRiskProfile).highDeclineCardCount)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","111","table-column","'主要原因'","'reason' | (_, row) => (row.profile as OperationalRiskProfile).reasons.join('、') || '当前未命中关注规则'","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","115","table-column","'卡片'","'card' | (_, row) => maskCard(pickValue(row, ['cardNoMasked', 'cardNo', 'cardId']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","116","table-column","'状态'","'status' | ({ row }) => <StatusChip value={pickValue(row, ['cardStatusLabel', 'cardStatus'])} />","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","117","table-column","'可用余额'","'balance' | (_, row) => formatAmount(pickValue(row, ['availableBalance', 'cardBalance']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","118","table-column","'交易尝试'","'attempts' | (_, row) => formatNumber((row.profile as OperationalRiskProfile).attempts)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","119","table-column","'拒绝率'","'decline' | (_, row) => formatPercent((row.profile as OperationalRiskProfile).failedCount, (row.profile as OperationalRiskProfile).attempts)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","120","table-column","'连续拒绝'","'consecutive' | (_, row) => `${formatNumber((row.profile as OperationalRiskProfile).maxConsecutiveDeclines)} 笔`","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","121","table-column","'拒绝影响金额'","'failedAmount' | (_, row) => formatAmount((row.profile as OperationalRiskProfile).failedAmount)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","122","table-column","'运营关注'","'signal' | ({ row }) => <StatusChip value={(row.profile as OperationalRiskProfile).level} />","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","126","table-column","'交易号'","'bill' | (_, row) => String(pickValue(row, ['billId', 'id']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","127","table-column","'卡片'","'card' | (_, row) => maskCard(pickValue(row, ['cardNoMasked', 'cardId']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","128","table-column","'商户'","'merchant' | (_, row) => String(pickValue(row, ['merchantName', 'tradeDetail']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","129","table-column","'拒绝金额'","'amount' | (_, row) => formatAmount(row.amount, String(row.currency || 'USD'))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","130","table-column","'发生时间'","'time' | (_, row) => formatDateTime(pickValue(row, ['finishTime', 'createTime']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","151","display","""确认欠费/授信缺口""","{formatAmount(group.overdueAmount)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","152","display","""账户组拒绝率""","{formatPercent(group.profile.failedCount, group.profile.attempts)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","153","display","""疑似/确认连续欠费""","{formatNumber(group.continuousCount)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","154","display","""高风险成员""","{formatNumber(group.highRiskCount)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountRiskGroupPage.tsx","169","display","{member.profile.level}","","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountsAnalyticsPage.tsx","72","table-column","'账户'","'account' | (_, row) => String(pickValue(row, ['userEmail', 'userId']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountsAnalyticsPage.tsx","73","table-column","'卡片'","'cards' | (_, row) => formatNumber(row.cardCount)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountsAnalyticsPage.tsx","74","table-column","'活跃率'","'active' | (_, row) => formatPercent(row.activeCardCount, row.cardCount)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountsAnalyticsPage.tsx","75","table-column","'卡余额'","'balance' | (_, row) => formatAmount(row.totalCardBalance)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountsAnalyticsPage.tsx","76","table-column","'近30日交易'","'trade' | (_, row) => formatAmount(row.tradeAmount30d)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountsAnalyticsPage.tsx","77","table-column","'风险标签'","'risk' | ({ row }) => <StatusChip value={pickValue(row, ['riskTag'], '正常')} />","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountsAnalyticsPage.tsx","78","table-column","'最近交易'","'lastTrade' | (_, row) => formatDateTime(row.lastTradeTime)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountsAnalyticsPage.tsx","101","display","""样本近30日交易""","{formatAmount(model.totalTrade30d)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountsAnalyticsPage.tsx","102","display","""样本卡片余额""","{formatAmount(model.totalBalance)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountsAnalyticsPage.tsx","103","display","""样本活跃卡率""","{formatPercent(model.activeCards, model.totalCards)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AccountsAnalyticsPage.tsx","104","display","""主子账户关系""","{`${formatNumber(model.groups.length)} / ${formatNumber(model.subAccounts)}`}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","104","table-column","'交易号'","'id' | (_, row) => String(pickValue(row, ['billId', 'id']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","105","table-column","'账户'","'account' | (_, row) => String(pickValue(row, ['userEmail', 'userId']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","106","table-column","'商户'","'merchant' | (_, row) => String(pickValue(row, ['merchantName', 'tradeDetail']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","107","table-column","'状态'","'status' | ({ row }) => <StatusChip value={pickValue(row, ['tradeStatusLabel', 'tradeStatus'])} />","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","108","table-column","'金额'","'amount' | (_, row) => formatAmount(row.amount, String(row.currency || 'USD'))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","109","table-column","'完成时间'","'time' | (_, row) => formatDateTime(pickValue(row, ['finishTime', 'createTime']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","112","table-column","'卡片'","'card' | (_, row) => maskCard(pickValue(row, ['cardNoMasked', 'cardNo', 'cardId']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","113","table-column","'账户'","'account' | (_, row) => String(pickValue(row, ['userEmail', 'userId']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","114","table-column","'BIN'","'bin' | (_, row) => String(pickValue(row, ['cardBin']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","115","table-column","'状态'","'status' | ({ row }) => <StatusChip value={pickValue(row, ['riskLevelLabel', 'cardStatusLabel', 'cardStatus'])} />","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","116","table-column","'可用余额'","'balance' | (_, row) => formatAmount(pickValue(row, ['cardBalance', 'availableBalance']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","117","table-column","'最近交易'","'time' | (_, row) => formatDateTime(row.lastTradeTime)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","120","table-column","'通道'","'channel' | (_, row) => String(pickValue(row, ['channelName']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","121","table-column","'通道账户'","'account' | (_, row) => String(pickValue(row, ['accountName', 'accountId']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","122","table-column","'可用余额'","'available' | (_, row) => formatAmount(row.availableBalance, String(row.currency || 'USD'))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","123","table-column","'冻结余额'","'frozen' | (_, row) => formatAmount(row.frozenBalance, String(row.currency || 'USD'))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","124","table-column","'快照状态'","'status' | ({ row }) => <StatusChip value={row.fetchStatus} />","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","125","table-column","'快照时间'","'time' | (_, row) => formatDateTime(row.snapshotTimeText)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","128","table-column","'账户'","'account' | (_, row) => String(pickValue(row, ['userEmail', 'email', 'userId']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","129","table-column","'类型'","'type' | (_, row) => String(pickValue(row, ['accountTypeLabel', 'accountType'], '-'))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","130","table-column","'卡片'","'cards' | (_, row) => formatNumber(row.cardCount)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","131","table-column","'近30日交易'","'trade' | (_, row) => formatAmount(pickValue(row, ['tradeAmount30d', 'cardActualConsumptionAmount']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","132","table-column","'资产/剩余'","'balance' | (_, row) => formatAmount(pickValue(row, ['totalCardBalance', 'bookRemainingAmount', 'actualRemainingAvailableAmount']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","133","table-column","'风险'","'risk' | ({ row }) => <StatusChip value={pickValue(row, ['riskTag', 'riskLevelLabel', 'riskLevel'], '正常')} />","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","134","table-column","'最近活动'","'time' | (_, row) => formatDateTime(pickValue(row, ['lastTradeTime', 'generatedAt']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","163","display","""当前专题记录""","{formatNumber(state.rows.length)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","164","display","""当前样本金额""","{formatAmount(metrics.amount)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","165","display","""样本均值""","{formatAmount(metrics.average)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalysisTopicPage.tsx","166","display","""异常占比""","{formatPercent(metrics.failures + metrics.risky, state.rows.length)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalyticsOverviewPage.tsx","136","display","""今日交易金额""","{formatAmount(model.tradeSummary.todayTradeAmount)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalyticsOverviewPage.tsx","137","display","""交易成功率""","{successRate}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalyticsOverviewPage.tsx","138","display","""活跃卡片率""","{activeRate}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/AnalyticsOverviewPage.tsx","139","display","""高风险账户""","{formatNumber(model.highRiskUsers)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","78","table-column","'交易号'","'billId' | (_, row) => String(pickValue(row, ['billId', 'id']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","79","table-column","'商户/说明'","'merchant' | (_, row) => String(pickValue(row, ['merchantName', 'tradeDetail', 'notes']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","80","table-column","'类型'","'type' | (_, row) => String(pickValue(row, ['billTypeLabel', 'billType']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","81","table-column","'状态'","'status' | ({ row }) => <StatusChip value={pickValue(row, ['tradeStatusLabel', 'tradeStatus'])} />","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","82","table-column","'金额'","'amount' | (_, row) => formatAmount(row.amount, String(row.currency || 'USD'))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","83","table-column","'完成时间'","'time' | (_, row) => formatDateTime(pickValue(row, ['finishTime', 'createTime']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","90","table-column","'记录ID'","'id' | (_, row) => String(pickValue(row, ['otpRecordId', 'id']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","91","table-column","'卡片'","'card' | (_, row) => maskCard(pickValue(row, ['cardNo', 'cardNoMasked'], cardLabel))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","92","table-column","'OTP'","'otp' | (_, row) => String(pickValue(row, ['card3dsOtp'], '-'))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","93","table-column","'状态'","'status' | ({ row }) => <StatusChip value={pickValue(row, ['statusLabel', 'status'])} />","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","94","table-column","'接收时间'","'time' | (_, row) => formatDateTime(row.createTime)","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","148","display","""可用余额""","{formatAmount(pickValue(balance, ['cardBalance', 'balance'], 0), String(pickValue(base, ['currency'], 'USD')))}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","149","display","""累计充值""","{formatAmount(balance.inMoney)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","150","display","""累计消费""","{formatAmount(balance.payMoney)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","151","display","""累计退款""","{formatAmount(balance.refundMoney)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","161","display","{showCardNumber ? '完整卡号' : '脱敏卡号'}","{showCardNumber ? fullCardNumber : cardLabel}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","162","display","""卡片ID""","{cardId}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","163","display","""BIN""","{base.cardBin}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","164","display","""币种""","{base.currency}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","167","display","""所属账户""","{pickValue(base, ['userEmail', 'userId'])}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","170","display","""通道账户""","{base.apiAccountId}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","171","display","""风险冻结状态""","{base.riskFreezeStatus}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","172","display","""创建时间""","{formatDateTime(base.createTime)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","178","display","""概览""","""overview""","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","179","display","{`交易 ${bills.length}`}","""transactions""","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","180","display","""资金""","""funds""","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","181","display","{`OTP ${otps.length}`}","""otp""","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","182","display","""风险""","""risk""","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","183","display","""处理历史""","""history""","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","223","display","""可用余额""","{formatAmount(pickValue(balance, ['cardBalance', 'balance']))}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","224","display","""累计转出""","{formatAmount(balance.outMoney)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","225","display","""交易手续费""","{formatAmount(balance.tradeFee)}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","226","display","""币种""","{pickValue(base, ['currency'], 'USD')}","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardDetailPage.tsx","243","display","{check.alert ? '需关注' : '正常'}","","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardOtpPage.tsx","45","table-column","'记录ID'","'record' | (_, row) => String(pickValue(row, ['otpRecordId', 'id']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardOtpPage.tsx","46","table-column","'卡片'","'card' | (_, row) => maskCard(pickValue(row, ['cardNo', 'cardNoMasked', 'cardId']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardOtpPage.tsx","47","table-column","'所属账户'","'customer' | (_, row) => String(pickValue(row, ['userEmail', 'userId']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
"src/pages/CardOtpPage.tsx","48","table-column","'BIN'","'bin' | (_, row) => String(pickValue(row, ['cardBin']))","旧 /admin-api/*（见 api/queries.ts 与页面调用）","8852 未启用的旧页面；未调用旧远程服务"
